--------- beginning of main
05-16 02:23:29.655   420   506 I adbd    : host-16: write thread spawning
05-16 02:23:29.655   420   505 I adbd    : host-16: read thread spawning
05-16 02:23:29.655   420   503 I adbd    : host-15: read thread spawning
05-16 02:23:29.655   420   504 I adbd    : host-15: write thread spawning
05-16 02:23:29.656   420   420 I adbd    : host-16: already offline
05-16 02:23:29.657   420   420 I adbd    : Calling send_auth_request...
05-16 02:23:29.657   403   403 D audioserver: main: AudioFlinger created
05-16 02:23:29.663   403   403 E AudioFlinger: Function: getAudioPolicyConfig Line: 2493 Failed 
05-16 02:23:29.674   422   422 I cameraserver: ServiceManager: 0xb40000719ae8cda0
05-16 02:23:29.676   422   422 I CameraService: CameraService started (pid=422)
05-16 02:23:29.676   422   422 I CameraService: CameraService process starting
05-16 02:23:29.677   422   422 W BatteryNotifier: batterystats service unavailable!
05-16 02:23:29.677   422   422 W BatteryNotifier: batterystats service unavailable!
05-16 02:23:29.680   422   422 I cameraserver: Connecting to new camera provider: android.hardware.camera.provider.ICameraProvider/internal/0, isRemote? 1
05-16 02:23:29.683   422   422 W cameraserver: AIBinder_linkToDeath is being called with a non-null cookie and no onUnlink callback set. This might not be intended. AIBinder_DeathRecipient_setOnUnlinked should be called first.
05-16 02:23:29.683   422   422 W BpBinder: Linking to death on android.hardware.camera.provider.ICameraProvider but there are no threads (yet?) listening to incoming transactions. See ProcessState::startThreadPool and ProcessState::setThreadPoolMaxThreadCount. Generally you should setup the binder threadpool before other initialization steps.
05-16 02:23:29.684   403   403 D APM_EngineLoader: Loaded engine from libaudiopolicyenginedefault.so
05-16 02:23:29.684   403   403 D APM::AudioPolicyEngine/Base: loadAudioPolicyEngineConfig: No configuration found, using default matching phone experience.
05-16 02:23:29.686   410   497 D RenderEngine: Background Blurs Enabled (Kawase algorithm)
05-16 02:23:29.686   403   403 W APM::AudioPolicyEngine/Base: processParsingResult: No configuration of AUDIO_STREAM_CALL_ASSISTANT found, using default volume configuration
05-16 02:23:29.688   422   422 I CameraProviderManager: Enumerating new camera device: device@1.1/internal/1
05-16 02:23:29.689   373   373 W EmulatedCameraDeviceInfo: InitializeControlDefaults: No available post RAW boost! Setting default!
05-16 02:23:29.689   373   373 I EmulatedCameraDeviceHwlImpl: Create: Created EmulatedCameraDeviceHwlImpl for camera 1
05-16 02:23:29.689   373   373 D GCH_Utils: FindLibraryPaths: Unable to open directory /vendor/lib64/camera/capture_sessions/ (No such file or directory)
05-16 02:23:29.689   373   373 I GCH_CameraDevice: Create: Created a camera device for public(1)
05-16 02:23:29.690   403   403 W DeviceHalHidl: getSoundDoseInterface service android.hardware.audio.sounddose.ISoundDoseFactory/default doesn't exist
05-16 02:23:29.690   403   403 W MelReporter: activateHalSoundDoseComputation: HAL cannot provide sound dose interface for module primary
05-16 02:23:29.690   403   403 W AudioFlinger: loadHwModule() sound dose reporting is not available
05-16 02:23:29.693   373   482 W GCH_HalVendorTags: ModifyCharacteristicsKeys: failed to get ANDROID_REQUEST_AVAILABLE_SESSION_KEYS
05-16 02:23:29.693   422   422 E CameraProviderManager: addDynamicDepthTags: Advertised depth exclusive tag but value is not present!
05-16 02:23:29.693   422   422 E cameraserver: AidlDeviceInfo3: Failed appending dynamic depth tags: Invalid argument (-22)
05-16 02:23:29.694   422   422 W CameraProviderManager: Camera provider android.hardware.camera.provider.ICameraProvider/internal/0 says an unknown camera device@1.1/internal/1 now has torch status 1. Curious.
05-16 02:23:29.694   373   482 W GCH_HalVendorTags: ModifyCharacteristicsKeys: failed to get ANDROID_REQUEST_AVAILABLE_SESSION_KEYS
05-16 02:23:29.694   403   403 I AudioFlinger: loadHwModule() Loaded primary audio interface, handle 10
05-16 02:23:29.694   373   482 W GCH_HalVendorTags: ModifyCharacteristicsKeys: failed to get ANDROID_REQUEST_AVAILABLE_SESSION_KEYS
